family,changed_meshes,redistributed_demand_twh,generation_change_twh,added_pv_twh
S1,1672,19.247428811010618,-1.933523227597961,2.9002848413969433
S2,9291,15.066628985492752,42.94733860093613,35.10255706907037
S3,890,3.8492399096884005,16.997985204022633,15.170234258346495
