technical_potential_pct,baseline_mesh,edge_deletion_mesh,municipality_node,edge_retention_pct,municipality_retention_pct
10,0.12006595892340868,0.11686657967163398,2.2445618909849464e-07,97.33531528797799,0.00018694406900267006
15,0.3032798941582386,0.28937360561305536,0.0009792844213507013,95.4147014645397,0.32289790395394696
20,0.5643660282976438,0.5275727727790105,0.015126735884723736,93.48060413387803,2.680305887714767
30,1.2490045073401017,1.1244209495755657,0.15684567666171617,90.02537164338575,12.557654975620306
40,2.007269432347666,1.7633251484024652,0.44434422148852204,87.84695865866456,22.136750270182965
50,2.6852899317180623,2.327940628054108,0.7902185041579025,86.69233815525759,29.427679105485517
100,3.9141445666027623,3.3844325529082497,1.3353389536955271,86.46672332406287,34.11572901750329
