B_system_96_GWh,B_coordinated_obs_GWh,reachability_obs,null1_mean_GWh,null1_p025_GWh,null1_p975_GWh,null1_p_value,null1_obs_null_ratio,null2_mean_GWh,null2_p025_GWh,null2_p975_GWh,null2_p_value,null2_obs_null_ratio,n_timesteps,n_permutations,seed
8.813638810824894,7.702573366615852,0.8739379423122677,8.810712863566339,8.796241598745825,8.813638810824903,0.005,0.8742281681278236,8.636749956936123,8.597107232010032,8.670888714233719,0.005,0.8918370226094088,57,199,42
