alpha_label,alpha,lambda_km,lambda_label,cssr_mean,cssr_median,cpi_mean,cpi_median,cpi_std,cpi_p10,cpi_p90,cpi_gini,ssr_mean,donor_fraction,sur,total_surplus_kwh,total_imported_kwh
tp010,0.1,5.0,5.0,0.0453833482787707,0.0347400248474817,0.0016273052225045,0.000353379367562,0.0038194962125412,3.65765739217816e-06,0.0042274267257624,0.7706997680560341,0.0437560430562662,0.001344021504344,0.9913007616297184,121119607.25826287,120065958.92340869
tp010,0.1,inf,inf,0.0441250502015019,0.0340924576825129,0.0003690071452357,0.0003848400459647,9.637131493965106e-05,0.0002573528476496,0.0004658781571955,0.1362056571219749,0.0437560430562662,0.001344021504344,1.0,121119607.25826287,121119607.25826287
