alpha_label,alpha,lambda_km,lambda_label,cssr_mean,cssr_median,cpi_mean,cpi_median,cpi_std,cpi_p10,cpi_p90,cpi_gini,ssr_mean,donor_fraction,sur,total_surplus_kwh,total_imported_kwh
tp040,0.4,5.0,5.0,0.157122379803639,0.1495693457465274,0.0165938398854355,0.0082351868423947,0.0224408197140677,0.001165260859118,0.0442200892596787,0.6011046540393303,0.1405285399182034,0.0152162434598953,0.5573777507038224,3601272978.358049,2007269432.347666
tp040,0.4,inf,inf,0.1501681589336618,0.1406225152593179,0.0096396190154583,0.0075056345480991,0.0079900484362179,0.0009784165332333,0.0215724214625303,0.4610556917759438,0.1405285399182034,0.0152162434598953,0.9207093164394456,3601272978.358049,3315725582.215893
