alpha_label,alpha,lambda_km,lambda_label,cssr_mean,cssr_median,cpi_mean,cpi_median,cpi_std,cpi_p10,cpi_p90,cpi_gini,ssr_mean,donor_fraction,sur,total_surplus_kwh,total_imported_kwh
tp020,0.2,5.0,5.0,0.087301594044064,0.0725042172125918,0.0062494181173338,0.0022491455890896,0.010946934420878,0.0001215955759198,0.0168263270674859,0.687865487800714,0.0810521759267301,0.0040800652810444,0.9182969905500884,614578980.5535256,564366028.2976438
tp020,0.2,inf,inf,0.0828496879593889,0.0693219310557871,0.0017975120326588,0.0019263105584749,0.0007544548817852,0.000647923289839,0.0026528202388524,0.2355050344946569,0.0810521759267301,0.0040800652810444,1.0,614578980.5535256,614578980.5535257
