alpha_label,alpha,lambda_km,lambda_label,cssr_mean,cssr_median,cpi_mean,cpi_median,cpi_std,cpi_p10,cpi_p90,cpi_gini,ssr_mean,donor_fraction,sur,total_surplus_kwh,total_imported_kwh
tp050,0.5,5.0,5.0,0.1835937311274134,0.1796078898060611,0.0202193033631983,0.0101825449579159,0.0265100660766793,0.0016664054483121,0.0541724854947306,0.5914445474086454,0.1633744277642151,0.0214083425334805,0.4091589045361048,6562951220.046335,2685289931.7180624
tp050,0.5,inf,inf,0.1780755173796481,0.1711948102798056,0.014701089615433,0.0096324986970857,0.01402922093844,0.0013507616120408,0.0363314550464894,0.5139433960979876,0.1633744277642151,0.0214083425334805,0.7571867297715655,6562951220.046335,4969379571.957222
