registry_morans_i,computed_knn_morans_i,permutations,n,x_lo,x_hi,y_lo,y_hi
0.5034632340305452,0.5032839911014921,199,20833,-1.1456129648075881,3.6035699101903242,-1.0414086999890617,2.044620643353618
