deployment_pct,category_3,median_coincident_share,median_generation_demand_ratio,n
100,metropolitan_core,0.7867236515341492,0.304310615867867,5358
100,regional_city,0.6890316354148698,0.3607176115107542,13653
100,rural,0.7390293403474064,0.2982520478472592,1822
