potential_pct,checkpoint_prevalence_pct,continuous_prevalence_pct,absolute_difference_pp
10,4.536934685442399,4.536934685442399,0.0
15,8.535588984476378,8.535588984476378,0.0
20,13.966453597347048,13.9616475224684,0.004806074878647593
30,30.39361753256116,30.39361753256116,0.0
40,48.882587590714664,48.88739366559331,0.00480607487864404
50,64.00730523381554,64.01691738357283,0.00961214975728808
100,91.18565867256211,91.19527082231942,0.00961214975730229
