deployment_pct,q25_pct,median_pct,q75_pct
10,0.0,3.0184227339802305e-07,6.7400435244587715
15,0.0,4.2120895660247015e-07,6.801441277373765
20,0.0,6.586537981689844e-07,6.871802530714599
30,0.0,0.35202781640687464,7.034563524897974
40,3.0369982084721414e-07,4.218361459572318,9.70358581817522
50,0.1202990441073859,6.970952121030938,16.205110865880577
100,11.779132178403984,28.300803782882756,44.702190150080646
